id,R
1999,R1999i
2000,R2000i
2001,R2001i
2002,R2002i
2003,R2003i
2004,R2004i
2005,R2005i
2006,R2006i
2007,R2007i
2008,R2008i
2009,R2009i
2010,R2010i
2011,R2011i
2012,R2012i
2013,R2013i
2014,R2014i
2015,R2015i
2016,R2016i
2017,R2017i
2018,R2018i
2019,R2019i
2020,R2020i
2021,R2021i
2022,R2022i
2023,R2023i
2024,R2024i
2025,R2025i
2026,R2026i
2027,R2027i
2028,R2028i
2029,R2029i
2030,R2030i
2031,R2031i
2032,R2032i
2033,R2033i
2034,R2034i
2035,R2035i
2036,R2036i
2037,R2037i
2038,R2038i
2039,R2039i
2040,R2040i
2041,R2041i
2042,R2042i
2043,R2043i
2044,R2044i
2045,R2045i
2046,R2046i
2047,R2047i
2048,R2048i
2049,R2049i
2050,R2050i
2051,R2051i
2052,R2052i
2053,R2053i
2054,R2054i
2055,R2055i
2056,R2056i
2057,R2057i
2058,R2058i
2059,R2059i
2060,R2060i
2061,R2061i
2062,R2062i
2063,R2063i
2064,R2064i
2065,R2065i
2066,R2066i
2067,R2067i
2068,R2068i
2069,R2069i
2070,R2070i
2071,R2071i
2072,R2072i
2073,R2073i
2074,R2074i
2075,R2075i
2076,R2076i
2077,R2077i
2078,R2078i
2079,R2079i
2080,R2080i
2081,R2081i
2082,R2082i
2083,R2083i
2084,R2084i
2085,R2085i
2086,R2086i
2087,R2087i
2088,R2088i
2089,R2089i
2090,R2090i
2091,R2091i
2092,R2092i
2093,R2093i
2094,R2094i
2095,R2095i
2096,R2096i
2097,R2097i
2098,R2098i
2099,R2099i
2100,R2100i
2101,R2101i
2102,R2102i
2103,R2103i
2104,R2104i
2105,R2105i
2106,R2106i
2107,R2107i
2108,R2108i
2109,R2109i
2110,R2110i
2111,R2111i
2112,R2112i
2113,R2113i
2114,R2114i
2115,R2115i
2116,R2116i
2117,R2117i
2118,R2118i
2119,R2119i
2120,R2120i
2121,R2121i
2122,R2122i
2123,R2123i
2124,R2124i
2125,R2125i
2126,R2126i
2127,R2127i
2128,R2128i
2129,R2129i
2130,R2130i
2131,R2131i
2132,R2132i
2133,R2133i
2134,R2134i
2135,R2135i
2136,R2136i
2137,R2137i
2138,R2138i
2139,R2139i
2140,R2140i
2141,R2141i
2142,R2142i
2143,R2143i
2144,R2144i
2145,R2145i
2146,R2146i
2147,R2147i
2148,R2148i
2149,R2149i
2150,R2150i
2151,R2151i
2152,R2152i
2153,R2153i
2154,R2154i
2155,R2155i
2156,R2156i
2157,R2157i
2158,R2158i
2159,R2159i
2160,R2160i
2161,R2161i
2162,R2162i
2163,R2163i
2164,R2164i
2165,R2165i
2166,R2166i
2167,R2167i
2168,R2168i
2169,R2169i
2170,R2170i
2171,R2171i
2172,R2172i
2173,R2173i
2174,R2174i
2175,R2175i
2176,R2176i
2177,R2177i
2178,R2178i
2179,R2179i
2180,R2180i
2181,R2181i
2182,R2182i
2183,R2183i
2184,R2184i
2185,R2185i
2186,R2186i
2187,R2187i
2188,R2188i
2189,R2189i
2190,R2190i
2191,R2191i
2192,R2192i
2193,R2193i
2194,R2194i
2195,R2195i
2196,R2196i
2197,R2197i
2198,R2198i
2199,R2199i
2200,R2200i
2201,R2201i
2202,R2202i
2203,R2203i
2204,R2204i
2205,R2205i
2206,R2206i
2207,R2207i
2208,R2208i
2209,R2209i
2210,R2210i
2211,R2211i
2212,R2212i
2213,R2213i
2214,R2214i
2215,R2215i
2216,R2216i
2217,R2217i
2218,R2218i
2219,R2219i
2220,R2220i
2221,R2221i
2222,R2222i
2223,R2223i
2224,R2224i
2225,R2225i
2226,R2226i
2227,R2227i
2228,R2228i
2229,R2229i
2230,R2230i
2231,R2231i
2232,R2232i
2233,R2233i
2234,R2234i
2235,R2235i
2236,R2236i
2237,R2237i
2238,R2238i
2239,R2239i
2240,R2240i
2241,R2241i
2242,R2242i
2243,R2243i
2244,R2244i
2245,R2245i
2246,R2246i
2247,R2247i
2248,R2248i
2249,R2249i
2250,R2250i
2251,R2251i
2252,R2252i
2253,R2253i
2254,R2254i
2255,R2255i
2256,R2256i
2257,R2257i
2258,R2258i
2259,R2259i
2260,R2260i
2261,R2261i
2262,R2262i
2263,R2263i
2264,R2264i
2265,R2265i
2266,R2266i
2267,R2267i
2268,R2268i
2269,R2269i
2270,R2270i
2271,R2271i
2272,R2272i
2273,R2273i
2274,R2274i
2275,R2275i
2276,R2276i
2277,R2277i
2278,R2278i
2279,R2279i
2280,R2280i
2281,R2281i
2282,R2282i
2283,R2283i
2284,R2284i
2285,R2285i
2286,R2286i
2287,R2287i
2288,R2288i
2289,R2289i
2290,R2290i
2291,R2291i
2292,R2292i
2293,R2293i
2294,R2294i
2295,R2295i
2296,R2296i
2297,R2297i
2298,R2298i
2299,R2299i
2300,R2300i
2301,R2301i
2302,R2302i
2303,R2303i
2304,R2304i
2305,R2305i
2306,R2306i
2307,R2307i
2308,R2308i
2309,R2309i
2310,R2310i
2311,R2311i
2312,R2312i
2313,R2313i
2314,R2314i
2315,R2315i
2316,R2316i
2317,R2317i
2318,R2318i
2319,R2319i
2320,R2320i
2321,R2321i
2322,R2322i
2323,R2323i
2324,R2324i
2325,R2325i
2326,R2326i
2327,R2327i
2328,R2328i
2329,R2329i
2330,R2330i
2331,R2331i
2332,R2332i
2333,R2333i
2334,R2334i
2335,R2335i
2336,R2336i
2337,R2337i
2338,R2338i
2339,R2339i
2340,R2340i
2341,R2341i
2342,R2342i
2343,R2343i
2344,R2344i
2345,R2345i
2346,R2346i
2347,R2347i
2348,R2348i
2349,R2349i
2350,R2350i
2351,R2351i
2352,R2352i
2353,R2353i
2354,R2354i
2355,R2355i
2356,R2356i
2357,R2357i
2358,R2358i
2359,R2359i
2360,R2360i
2361,R2361i
2362,R2362i
2363,R2363i
2364,R2364i
2365,R2365i
2366,R2366i
2367,R2367i
2368,R2368i
2369,R2369i
2370,R2370i
2371,R2371i
2372,R2372i
2373,R2373i
2374,R2374i
2375,R2375i
2376,R2376i
2377,R2377i
2378,R2378i
2379,R2379i
2380,R2380i
2381,R2381i
2382,R2382i
2383,R2383i
2384,R2384i
2385,R2385i
2386,R2386i
2387,R2387i
2388,R2388i
2389,R2389i
2390,R2390i
2391,R2391i
2392,R2392i
2393,R2393i
2394,R2394i
2395,R2395i
2396,R2396i
2397,R2397i
2398,R2398i
2399,R2399i
2400,R2400i
